acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,genre,label,tempo
0.04621600000000002,0.7445999999999998,0.6966666666666668,0.0,0.2445733333333333,-6.984466666666664,0.2288933333333333,rap,2,132.35866666666664
0.139,0.816,0.5770000000000001,0.0,0.0827,-5.9979999999999976,0.41,underground hip hop,14,171.028
0.030186666666666667,0.5960000000000001,0.6309999999999999,0.28266758333333336,0.1723,-9.655333333333337,0.0489,punk,42,132.09066666666666
0.000819,0.259,0.899,0.0,0.512,-5.948,0.0793,post-teen pop,4,176.68599999999995
0.2630172549019608,0.7114803921568633,0.6233039215686271,1.2584313725490196e-06,0.1618480392156862,-6.769333333333331,0.2187441176470588,rap,2,120.12834313725484
0.947,0.5489999999999999,0.24,0.0,0.106,-7.778,0.0338,neo mellow,32,119.58
0.02664142000000001,0.5104499999999998,0.7368500000000002,0.4476904999999999,0.20853000000000002,-9.126299999999997,0.03744499999999999,new wave pop,10,145.3544
0.10908790847457628,0.5195254237288136,0.6225203389830508,0.29663830508474576,0.13586440677966094,-9.763203389830508,0.055608474576271216,rock,7,124.47710169491523
0.17956923076923076,0.6550769230769229,0.6490000000000001,0.0548137876923077,0.11733846153846154,-7.372307692307691,0.051307692307692304,indietronica,50,103.91592307692306
0.16170000000000004,0.37433333333333335,0.6869999999999999,0.0,0.14733333333333332,-3.1536666666666666,0.03016666666666666,pop rock,1,168.2976666666667
0.10145,0.8305,0.614,0.0,0.30615,-5.6635,0.1577,underground hip hop,14,127.49
0.11237760000000001,0.76035,0.718825,4.479250000000001e-06,0.2365224999999999,-5.194149999999999,0.21045,southern hip hop,3,130.258875
0.23123,0.7787,0.7157000000000001,1.6540000000000004e-06,0.19892000000000004,-5.9061,0.25684,trap,13,127.99009999999998
0.18840432110091754,0.6717064220183485,0.6600642201834865,0.02477139183486239,0.228302752293578,-7.082477064220183,0.2012899082568807,rap,2,126.5779174311927
0.20681666666666665,0.7404999999999999,0.7098333333333334,0.0,0.2668833333333333,-6.400666666666666,0.27440000000000003,underground hip hop,14,128.84266666666664
0.009398,0.7048,0.7302000000000001,0.1555734,0.17292000000000002,-3.6818,0.13291999999999998,regional mexican,66,131.18480000000002
0.030241769333333363,0.4691200000000005,0.8507533333333335,0.22754557733333325,0.2915339999999997,-4.809519999999996,0.07204000000000002,hard rock,68,128.70656666666667
0.21362188679245286,0.5992452830188679,0.6470566037735849,0.00015436188679245294,0.16887735849056604,-5.646603773584906,0.06692830188679247,modern rock,11,113.4057924528302
0.0989,0.578,0.875,0.0,0.35100000000000003,-2.132,0.0642,r&b,15,133.964
0.362,0.815,0.412,0.00048,0.129,-9.28,0.0438,r&b,15,87.98299999999998
0.43,0.758,0.858,0.0,0.201,-2.502,0.0464,k-pop,58,119.992
0.06245000000000001,0.5685,0.9335,0.0,0.3655000000000001,-1.9335,0.0865,k-pop,58,113.973
0.124,0.919,0.687,0.000816,0.0928,-12.345999999999998,0.109,modern rock,11,132.884
0.1736517391304348,0.6443043478260868,0.7008695652173913,0.22000701739130435,0.2541130434782609,-6.451652173913044,0.06717826086956523,pop rock,1,138.46786956521737
0.1531894444444444,0.6826388888888891,0.5990555555555557,0.009542159722222223,0.22012777777777787,-8.015249999999998,0.10815833333333333,urban contemporary,16,124.31758333333336
0.03847333333333333,0.7099444444444444,0.6696111111111109,4.334555555555556e-05,0.2384555555555556,-7.820944444444442,0.054477777777777785,r&b,15,125.40544444444444
0.2606413793103449,0.586655172413793,0.6185172413793104,0.00047068965517241376,0.19909655172413795,-5.853172413793103,0.030441379310344824,post-grunge,9,130.29879310344828
0.2055,0.7735,0.4975000000000001,1.815e-05,0.133,-8.2015,0.18265,underground hip hop,14,141.09150000000002
0.4829461538461539,0.5386153846153845,0.3829461538461538,0.00015132846153846155,0.12348461538461535,-11.907307692307693,0.053938461538461525,motown,52,131.72792307692305
0.19984545454545447,0.6524545454545453,0.6482727272727272,5.317636363636364e-05,0.15897272727272727,-8.830818181818186,0.030009090909090912,country rock,26,113.97227272727274
0.6719999999999999,0.5127499999999999,0.4970000000000001,0.0,0.09025,-7.486999999999999,0.050925,show tunes,5,122.951
0.2357272727272727,0.6328181818181817,0.6229090909090907,0.00012581818181818177,0.10085454545454547,-5.455363636363637,0.03900909090909091,grupera,46,134.73690909090908
0.995,0.445,0.0123,0.925,0.16899999999999998,-25.606,0.0454,soundtrack,67,58.875
0.00441,0.63,0.851,0.0218,0.0939,-4.61,0.319,electro house,41,150.054
0.1857263157894737,0.6474210526315789,0.6933157894736843,1.7968421052631577e-06,0.299478947368421,-6.7788947368421075,0.27372631578947376,rap,2,116.01152631578944
0.684,0.406,0.4270000000000001,1.18e-06,0.108,-8.177,0.0416,contemporary country,51,158.80200000000005
0.994,0.599,0.104,0.00946,0.108,-10.296,0.1,pop rock,1,131.624
0.0901,0.6409999999999999,0.5379999999999999,0.0,0.205,-10.398,0.245,rap,2,79.038
0.8901818181818183,0.3342727272727273,0.19480000000000008,0.09078372727272728,0.1746818181818182,-19.91254545454546,0.04554545454545455,classical performance,8,115.40354545454548
0.9470985915492957,0.25483661971830984,0.09663915492957742,0.7363436619718313,0.14049436619718314,-23.25176056338029,0.043578873239436634,classical performance,8,99.16421126760568
0.262,0.68,0.536,0.0020800000000000003,0.141,-8.943,0.0357,grupera,46,137.502
0.0038766777777777773,0.4235555555555556,0.7635000000000001,0.04631370944444445,0.2473666666666666,-9.414777777777779,0.059566666666666684,rock,7,129.82738888888892
0.35750000000000004,0.7375,0.4415,0.05349999999999999,0.09495,-13.0835,0.0379,southern hip hop,3,121.941
0.03982375,0.698875,0.6632499999999999,0.0,0.207175,-6.2657500000000015,0.175025,southern hip hop,3,138.42087500000002
0.5576666666666666,0.59,0.447,0.6056666666666667,0.14363333333333336,-13.827333333333335,0.04706666666666666,smooth jazz,59,91.09533333333331
0.22024,0.5355333333333333,0.7051999999999998,2.372e-06,0.24739999999999995,-6.008266666666668,0.3433933333333333,southern hip hop,3,106.3488
0.0856375,0.595375,0.9077500000000002,0.0448958275,0.364175,-5.1415,0.07166249999999999,new wave pop,10,109.09962500000003
0.8659999999999999,0.6179999999999999,0.353,0.0,0.14300000000000002,-9.824,0.0556,roots rock,27,106.906
0.257,0.65,0.5055000000000001,0.0,0.1485,-6.6275,0.05475,contemporary country,51,132.30100000000002
0.1679172857142857,0.532,0.7352857142857143,1.0085714285714284e-06,0.1338857142857143,-4.266285714285715,0.05187142857142857,post-teen pop,4,140.35742857142856
0.34600000000000003,0.657,0.555,1.68e-06,0.0299,-4.9510000000000005,0.153,movie tunes,18,92.092
0.35600000000000004,0.557,0.721,0.0,0.146,-5.134,0.0416,modern rock,11,125.324
0.05073200000000001,0.5706,0.8134,3.84e-06,0.16782,-4.5908,0.07931999999999999,pop,0,130.10840000000002
0.194925,0.566375,0.7122499999999999,0.00573442125,0.193675,-5.41275,0.11320000000000002,pop rock,1,124.574875
0.953,0.493,0.284,0.007390000000000002,0.151,-12.815,0.0309,indie pop,39,79.959
0.3548347368421053,0.5454210526315788,0.5887368421052631,4.987947368421054e-05,0.24961052631578945,-6.536105263157897,0.06873684210526314,show tunes,5,141.5381052631579
0.18203333333333327,0.516,0.7466666666666666,3.5000000000000004e-05,0.114,-3.981333333333333,0.05953333333333335,grupera,46,130.514
0.522,0.6920000000000001,0.377,0.0,0.0965,-7.127999999999999,0.0497,norteno,17,153.495
0.0589,0.8220000000000001,0.696,0.0,0.095,-3.646,0.292,grupera,46,99.806
0.6940000000000001,0.482,0.483,0.415,0.0924,-11.049,0.03,post-grunge,9,138.058
0.00022466666666666666,0.4296666666666667,0.9453333333333332,0.06306666666666666,0.078,-4.8660000000000005,0.1186,post-grunge,9,139.7843333333333
0.1018,0.7026666666666667,0.7403333333333334,3.9e-06,0.07426666666666666,-5.916333333333332,0.07266666666666667,r&b,15,96.68133333333333
0.8166666666666668,0.41216666666666657,0.2063333333333333,0.045000170000000006,0.27325,-15.881833333333333,0.05069166666666666,movie tunes,18,111.86541666666668
0.906,0.31,0.125,0.904,0.258,-17.338,0.0363,classical soprano,47,129.938
0.12505,0.8350000000000001,0.6900000000000001,8.149333333333335e-05,0.12493333333333333,-6.830666666666668,0.08898333333333333,hard rock,68,112.50399999999998
0.0785108765151515,0.4400151515151517,0.7904772727272731,0.03324141265151518,0.2631575757575757,-7.660575757575757,0.04770303030303029,hard rock,68,127.87301515151516
0.040272,0.8628,0.8263999999999999,0.10549732,0.22232,-8.3888,0.10782,hip hop,24,123.3372
0.1589,0.7322142857142858,0.7745714285714287,0.21048858571428566,0.2671928571428572,-5.323714285714286,0.11558571428571428,pop,0,124.83514285714287
0.1913625,0.8704999999999999,0.4691250000000001,1.675e-05,0.1511,-8.286875,0.3660000000000001,hip hop,24,128.117375
0.13903,0.6853999999999999,0.6282,1.4429999999999996e-06,0.13668000000000002,-9.2335,0.036349999999999986,quiet storm,19,112.9191
0.184545,0.6915,0.7354999999999999,0.00040851000000000017,0.0807,-7.834999999999999,0.05675,new wave,56,121.0955
0.201,0.8440000000000001,0.857,5.88e-06,0.5379999999999999,-3.74,0.254,hip hop,24,90.282
0.10860013749999996,0.51375,0.8030000000000002,0.0074473375,0.21,-5.5283750000000005,0.10052500000000003,punk,42,128.655375
0.994,0.33,0.005,0.976,0.109,-34.638000000000005,0.0499,background music,34,85.06700000000002
0.9745,0.294,0.1884,0.0302,0.494,-19.6075,0.06015,opera,31,98.0515
0.9206666666666666,0.281,0.3043333333333333,0.19433333333333333,0.37133333333333335,-11.728333333333332,0.04523333333333333,classical soprano,47,113.67766666666668
0.0594,0.5956666666666667,0.38166666666666665,0.0018266666666666663,0.05413333333333334,-16.45,0.0303,new wave pop,10,102.64366666666666
0.0053022,0.2663333333333333,0.9596666666666668,0.0008015666666666668,0.267,-6.245,0.149,punk,42,131.54733333333334
0.8903333333333333,0.4886666666666666,0.22,0.0,0.16296666666666668,-15.167333333333335,0.3096666666666667,r&b,15,132.135
0.262,0.606,0.872,0.0,0.125,-2.114,0.0519,k-pop,58,129.965
0.3728,0.578,0.5431666666666667,0.06684,0.2350666666666668,-10.216166666666668,0.036066666666666664,new wave pop,10,125.15966666666668
0.413656129032258,0.4749677419354839,0.5458387096774193,0.6088418387096773,0.19646129032258056,-10.076935483870963,0.03883548387096773,soft rock,22,123.37935483870967
0.4698437499999998,0.4448125000000001,0.4343124999999999,0.0016278884374999994,0.20819062500000005,-10.80796875,0.03083125,soft rock,22,121.88596874999996
0.00074625,0.5475000000000001,0.8864999999999998,0.289483,0.30500000000000005,-4.913,0.05455,rock,7,138.03000000000003
0.963,0.255,0.118,0.897,0.101,-20.562,0.0769,background music,34,139.642
0.935,0.193,0.095,0.277,0.109,-23.482,0.0468,classical performance,8,107.44
0.20682235294117648,0.6755294117647059,0.3990588235294117,0.00022241058823529409,0.11407058823529412,-14.373823529411766,0.04084117647058823,r&b,15,107.66411764705882
0.9769423076923076,0.4661346153846156,0.08014038461538461,0.08980736576923075,0.1379923076923076,-19.46369230769232,0.06220384615384615,lounge,29,107.3989807692308
0.3341161290322582,0.653290322580645,0.4833870967741935,0.003511271935483871,0.1973935483870968,-13.977935483870967,0.051929032258064514,smooth jazz,59,114.97419354838705
0.406,0.631,0.562,0.00112,0.0533,-11.402,0.0659,background music,34,89.927
0.22850000000000004,0.5301176470588238,0.5605882352941175,0.01723236823529412,0.12532352941176472,-10.39141176470588,0.03309999999999999,mellow gold,30,113.3244705882353
0.26335953271028045,0.5505794392523368,0.4719233644859817,0.0008672078971962619,0.2317112149532712,-12.208663551401873,0.03971261682242992,country rock,26,116.42222897196264
0.3209946666666667,0.6318666666666669,0.7942666666666669,2.805666666666665e-05,0.16114000000000006,-3.5673333333333344,0.07614666666666668,grupera,46,152.29606666666663
0.34600000000000003,0.657,0.555,1.68e-06,0.0299,-4.9510000000000005,0.153,broadway,25,92.092
0.76,0.342,0.214,0.0,0.441,-16.442,0.0305,broadway,25,96.552
0.9926666666666666,0.2743333333333333,0.01721333333333333,0.925,0.06773333333333333,-29.32833333333333,0.041666666666666664,classical piano,28,65.921
0.892,0.51,0.301,0.0,0.127,-5.3439999999999985,0.0566,pop,0,198.158
0.8013999999999999,0.6013999999999999,0.2686,0.0,0.25427999999999995,-10.2606,0.13284,broadway,25,112.2076
0.907,0.4685833333333334,0.2745833333333333,0.0008237233333333332,0.16584999999999994,-12.926166666666667,0.05574166666666667,classical performance,8,102.90208333333332
0.5175,0.48075,0.4195,0.902,0.1195,-18.7495,0.049850000000000005,lounge,29,109.3735
0.021381999999999998,0.5685,0.6025,0.8295000000000001,0.158,-12.5165,0.0342,soundtrack,67,137.8155
0.3245987124463517,0.6319828326180256,0.53231330472103,0.0044985842918454965,0.16933991416309008,-9.479321888412018,0.03096309012875538,country road,12,124.43513304721041
0.9134166666666664,0.4881666666666667,0.21775833333333336,0.07040543916666665,0.18680833333333333,-11.086166666666665,0.10974166666666668,traditional folk,44,119.30158333333334
0.85202947368421,0.2800105263157896,0.16942210526315785,0.5514486456842105,0.19125789473684213,-18.901063157894736,0.06335052631578945,movie tunes,18,113.97728421052632
0.10098931034482757,0.6345172413793103,0.7364482758620688,0.034488800689655166,0.17222068965517245,-4.945103448275862,0.058365517241379325,electro house,41,125.39113793103444
0.9647692307692306,0.31715384615384623,0.15253846153846154,0.14883613846153845,0.17395384615384615,-19.607307692307693,0.06751538461538463,classical performance,8,101.41269230769232
0.937,0.195,0.0366,0.0114,0.0948,-28.131,0.0512,classical performance,8,97.154
0.3242200000000001,0.5442,0.5660666666666666,6.390000000000001e-05,0.17242666666666664,-10.223333333333333,0.02994666666666667,rock,7,102.85399999999998
0.00202,0.468,0.715,0.733,0.087,-3.1010000000000004,0.0558,rock,7,141.01
0.602,0.457,0.535,0.0,0.0486,-12.743,0.0799,gospel,36,98.043
0.9671282051282044,0.3346307692307689,0.17444615384615375,0.01936505358974358,0.2637102564102564,-18.498948717948718,0.06251410256410253,opera,31,100.83107692307688
0.4156,0.7020000000000001,0.5793333333333334,0.0,0.08756666666666668,-7.199666666666666,0.03253333333333333,regional mexican,66,139.34400000000002
0.9925,0.521,0.0211,0.8815,0.09300000000000001,-31.1485,0.0774,classical piano,28,104.0215
0.6058536585365856,0.6669024390243903,0.5755365853658538,9.441756097560978e-05,0.2092926829268293,-6.174975609756098,0.06986097560975613,pop,0,123.1161219512195
0.22755749999999994,0.5752500000000003,0.6333,0.00012331550000000002,0.25354,-9.059249999999997,0.034314999999999984,latin pop,23,130.12060000000002
0.034894999999999995,0.516,0.8190000000000001,0.00019643,0.1825,-5.6129999999999995,0.03685,roots rock,27,133.632
0.6030422535211268,0.5509718309859158,0.42833802816901423,0.00012868366197183096,0.1956704225352113,-9.183985915492961,0.04121408450704227,latin pop,23,120.61533802816902
0.98,0.45,0.261,0.000965,0.0686,-16.633,0.0798,opera,31,136.941
0.987,0.29600000000000004,0.0435,0.857,0.0786,-29.73,0.0411,classical piano,28,72.282
0.7363333333333334,0.4843333333333333,0.335,0.0,0.11786666666666665,-7.504333333333332,0.03253333333333333,post-teen pop,4,125.30066666666669
0.345,0.534,0.754,0.0,0.248,-5.937,0.221,show tunes,5,93.646
0.23376,0.6074,0.5456,0.3637,0.16268,-10.645999999999999,0.03932000000000002,smooth jazz,59,100.44980000000002
0.514,0.65,0.6859999999999999,0.000188,0.138,-5.198,0.0314,indie pop,39,124.023
0.0015,0.627,0.954,0.000814,0.292,-4.8039999999999985,0.0425,electro house,41,128.016
0.4265,0.7252500000000001,0.70075,8.08e-06,0.2095,-3.93325,0.109075,reggaeton flow,55,154.747
0.0442,0.599,0.8170000000000001,0.0,0.115,-5.4979999999999976,0.0779,underground hip hop,14,136.32
0.6162857142857144,0.4052857142857143,0.3957142857142858,0.03058928571428571,0.21664285714285714,-14.290428571428572,0.04139999999999999,folk rock,61,89.39357142857142
0.513075,0.75675,0.4055,0.01940034,0.18725000000000008,-8.741249999999999,0.15212499999999998,pop,0,93.31775
0.225,0.5329999999999999,0.5589999999999999,0.0,0.217,-6.574,0.0321,latin pop,23,136.037
0.18833571428571427,0.7187142857142856,0.5630714285714286,0.004078456428571429,0.1896357142857143,-12.848214285714285,0.03739285714285715,soul,20,109.42242857142858
0.225,0.932,0.772,3.24e-06,0.17600000000000002,-3.599,0.0369,tropical,53,135.063
0.8090588235294117,0.3145882352941176,0.13348235294117647,0.9284117647058824,0.0938470588235294,-23.514117647058825,0.04046470588235294,hollywood,21,104.46982352941177
0.993375,0.3896250000000001,0.06254,0.917625,0.1047875,-26.33925000000001,0.05247500000000002,classical performance,8,97.706125
0.994,0.202,0.0048,0.938,0.0772,-37.422,0.0397,classical piano,28,68.527
0.8691428571428573,0.5811428571428571,0.2857142857142857,0.3815042857142857,0.0976,-16.185142857142857,0.03789999999999999,neo mellow,32,117.47957142857142
0.992,0.31299999999999994,0.007570000000000001,0.8983333333333333,0.0666,-28.499666666666673,0.05106666666666667,classical piano,28,98.163
0.2123111111111111,0.8186111111111112,0.8205,0.0006388377777777777,0.2254833333333333,-5.247833333333335,0.11818333333333332,reggaeton flow,55,101.06488888888893
0.9938125,0.3504375000000001,0.0544125,0.9061875,0.0974125,-27.079874999999994,0.05041875,classical piano,28,109.9066875
0.4401999999999999,0.6775999999999999,0.6705999999999999,2.56e-07,0.14018000000000005,-5.3896,0.054279999999999995,regional mexican pop,64,138.46200000000002
0.9698723404255316,0.4590851063829788,0.2362787234042553,0.08583229170212768,0.267831914893617,-17.09455319148936,0.19111489361702125,opera,31,108.42989361702128
0.11356666666666665,0.8213333333333334,0.547,0.0,0.19366666666666665,-7.528000000000001,0.2776666666666667,r&b,15,161.16133333333337
0.03885,0.865,0.509,0.0,0.304,-7.49,0.245,southern hip hop,3,82.99050000000003
0.18209259259259253,0.4492345679012341,0.6444074074074071,0.05570973580246915,0.2751345679012345,-11.343197530864199,0.05975061728395058,hard rock,68,124.31409876543202
0.12584697611111112,0.3937777777777777,0.7174027777777776,0.05510622375,0.2860194444444445,-8.003597222222227,0.0480152777777778,rock,7,115.3207777777778
0.264,0.863,0.657,0.00619,0.0713,-7.295,0.105,modern rock,11,115.958
0.362,0.483,0.718,0.0,0.12,-6.0829999999999975,0.094,show tunes,5,161.02
0.959,0.435,0.206,7.76e-06,0.122,-17.746,0.0458,movie tunes,18,90.368
0.3795973333333334,0.5579733333333334,0.5708133333333332,0.0071267808,0.16973066666666672,-7.0581733333333325,0.10803466666666668,r&b,15,113.80900000000004
0.19283333333333333,0.6943333333333334,0.4063333333333334,0.0008234333333333332,0.09683333333333333,-13.272,0.11016666666666668,quiet storm,19,125.47366666666665
0.6755714285714286,0.4745714285714286,0.4457142857142857,1.0114285714285715e-06,0.14914285714285716,-5.677999999999999,0.041871428571428566,regional mexican,66,132.56657142857142
0.98875,0.34524999999999995,0.03658499999999999,0.905,0.100625,-28.96275,0.049225,classical performance,8,97.96875
0.007358499999999999,0.5665,0.9419999999999998,0.138032375,0.1843125,-4.296375,0.07131250000000001,post-grunge,9,117.11575
0.13280000000000006,0.6616666666666665,0.6233333333333334,0.008038983333333334,0.13754999999999998,-9.634833333333336,0.027283333333333337,new wave pop,10,119.53283333333336
0.195,0.78,0.845,0.0,0.284,-4.748,0.0724,tropical,53,95.981
0.007457600000000002,0.418,0.7974999999999999,3e-06,0.342,-9.585,0.07705,post-teen pop,4,135.248
0.01531933191489362,0.4863191489361702,0.8884468085106385,8.57659574468085e-06,0.21709361702127666,-4.067851063829789,0.0637085106382979,post-teen pop,4,145.1876170212766
0.29515,0.5596249999999998,0.45399999999999996,1.7749999999999998e-05,0.16993750000000002,-9.9445,0.031,r&b,15,109.95899999999996
0.178325,0.777,0.659625,3.85e-06,0.159725,-6.487625,0.181375,reggaeton flow,55,110.238375
0.13627262499999998,0.6162500000000001,0.6811250000000001,1.4625e-07,0.148825,-6.0829999999999975,0.05619999999999999,r&b,15,113.64837500000002
0.2886,0.7875000000000001,0.6615,0.008295,0.20355,-5.9915,0.0401,electro house,41,123.016
0.13041935483870967,0.6636774193548388,0.5950322580645161,0.07239048387096772,0.2154967741935484,-11.772000000000002,0.03601935483870969,new wave,56,115.89477419354846
0.009616105454545451,0.35700000000000004,0.8672727272727272,0.0012368745454545452,0.17435454545454548,-4.308545454545453,0.1030272727272727,post-grunge,9,127.42954545454545
0.20635,0.65775,0.6194999999999999,0.353007875,0.2428,-10.345,0.049100000000000005,new wave pop,10,134.76800000000003
0.0714,0.5664285714285714,0.8337142857142857,0.012082759999999994,0.2603714285714286,-4.8950000000000005,0.2107142857142857,pop,0,153.63371428571423
0.5856666666666667,0.5081666666666667,0.4214999999999999,1.8666666666666669e-06,0.11401666666666672,-12.105833333333335,0.0309,latin pop,23,133.753
0.0288,0.5692857142857143,0.8352857142857141,0.0014652528571428571,0.16381428571428572,-4.309857142857143,0.04345714285714286,post-teen pop,4,135.46885714285716
0.196055,0.5196666666666666,0.7130000000000001,0.0,0.22325,-5.0455000000000005,0.06781666666666668,post-teen pop,4,124.15033333333334
0.55,0.573,0.321,0.0,0.247,-14.733,0.0388,quiet storm,19,122.486
0.9663750000000002,0.3424375,0.13703749999999998,0.6230625000000001,0.16763750000000002,-17.575625,0.04230625000000001,classical performance,8,117.550125
0.16746666666666665,0.5403333333333333,0.922,0.0,0.15266666666666667,-4.889666666666667,0.14433333333333334,show tunes,5,146.336
0.4996470588235294,0.6167058823529413,0.41947058823529415,0.011053731176470587,0.12118235294117648,-12.147058823529413,0.03655882352941177,latin pop,23,111.17694117647065
0.408,0.6930000000000001,0.5529999999999999,2.525e-07,0.15825,-7.2429999999999986,0.0403,r&b,15,128.40075000000002
0.4057833333333334,0.5285000000000001,0.5324166666666668,7.864166666666666e-05,0.22244166666666668,-7.1504166666666675,0.030025,hollywood,21,132.3535
0.203,0.5589999999999999,0.562,9.48e-06,0.17,-5.674,0.0325,new americana,65,132.062
0.3640142857142857,0.6528571428571428,0.5404285714285714,0.0016623000000000002,0.17767142857142865,-11.962571428571428,0.03562857142857142,roots rock,27,117.28828571428568
0.061100000000000015,0.6523333333333333,0.8986666666666667,6.933333333333333e-05,0.17533333333333334,-4.643666666666667,0.0464,pop rock,1,127.65366666666668
0.6491999999999999,0.34800000000000003,0.3187,0.003871472000000001,0.09412,-11.2834,0.042460000000000005,pop rock,1,152.65019999999996
