acousticness,artists,danceability,energy,explicit,instrumentalness,key,liveness,loudness,name,popularity,release_date,speechiness,tempo,valence,days_from_release,duration_sec
0.0121,"['French Montana', 'Tory Lanez']",0.8809999999999999,0.785,1,0.0,2,0.0849,-5.4,Cold,76,2020-05-01,0.102,105.97200000000001,0.17800000000000002,164,219.465
0.0616,['Agust D'],0.76,0.682,0,0.0,1,0.11800000000000001,-6.441,People,75,2020-05-22,0.0371,120.008,0.3720000000000001,143,197.001
0.0433,['BTS'],0.643,0.667,0,0.0,0,0.0904,-6.992999999999999,Louder than bombs,75,2020-02-21,0.152,145.999,0.485,234,217.404
0.122,['The 1975'],0.478,0.456,0,1.98e-05,7,0.214,-6.843999999999999,Tonight (I Wish I Was Your Boy),75,2020-05-22,0.0529,171.9,0.268,143,247.265
0.0018100000000000002,"['Wiz Khalifa', 'Tyga']",0.84,0.6920000000000001,1,0.0,8,0.344,-5.399,Contact (feat. Tyga),75,2020-03-23,0.0356,100.046,0.145,203,155.913
0.0156,['Kane Brown'],0.608,0.735,0,1.69e-06,4,0.361,-5.497000000000001,Cool Again,75,2020-04-23,0.0371,90.007,0.773,172,164.668
0.033,['The Weeknd'],0.218,0.652,1,0.111,4,0.172,-7.9529999999999985,Alone Again,75,2020-03-20,0.0641,65.375,0.0599,206,250.053
0.0802,['BTS'],0.5660000000000001,0.5479999999999999,0,0.0,1,0.11,-6.456,00:00 (Zero O’Clock),75,2020-02-21,0.0579,157.999,0.196,234,250.296
0.0668,['BTS'],0.55,0.747,0,0.0,1,0.0536,-5.211,Friends,75,2020-02-21,0.0407,79.98,0.648,234,199.339
0.23600000000000002,['Surfaces'],0.765,0.6890000000000001,0,7.39e-06,6,0.114,-5.6160000000000005,Take It Easy,75,2020-02-28,0.0456,144.958,0.4970000000000001,227,212.85
0.149,['Agust D'],0.7390000000000001,0.725,1,0.0,1,0.0793,-5.7410000000000005,What do you think?,75,2020-05-22,0.084,118.994,0.136,143,182.172
0.535,['El Fantasma'],0.575,0.374,0,0.0,8,0.17800000000000002,-2.707,Palabra de Hombre,75,2020-01-09,0.0346,79.123,0.563,277,196.099
0.612,['The Weeknd'],0.375,0.605,1,0.0448,0,0.147,-7.268,Faith,75,2020-03-20,0.0729,175.946,0.128,206,283.227
0.027999999999999997,"['Eminem', 'Ed Sheeran']",0.794,0.637,1,0.0,4,0.0919,-6.29,Those Kinda Nights (feat. Ed Sheeran),75,2020-01-17,0.33899999999999997,103.868,0.39299999999999996,269,177.693
0.0397,"['Thomas Rhett', 'Reba McEntire', 'Hillary Scott', 'Chris Tomlin', 'Keith Urban']",0.509,0.493,0,1.32e-06,0,0.102,-6.676,Be A Light,75,2020-03-30,0.0266,97.846,0.264,196,173.961
0.0531,['Ozuna'],0.728,0.8059999999999999,0,0.000301,6,0.153,-3.766,Caramelo,75,2020-06-11,0.0623,168.084,0.698,123,217.547
0.0611,"['Diplo', 'Jonas Brothers']",0.7390000000000001,0.7170000000000001,0,0.0,1,0.20600000000000002,-5.122999999999998,Lonely (with Jonas Brothers),75,2020-05-27,0.0565,98.04700000000001,0.529,138,139.81
0.0833,['Lauv'],0.733,0.552,0,7.59e-06,7,0.141,-7.404,Invisible Things,75,2020-03-06,0.0993,125.311,0.27899999999999997,220,197.307
0.126,['Polo G'],0.732,0.462,1,0.0,5,0.12,-10.191,33,75,2020-05-15,0.406,180.067,0.11699999999999999,150,170.057
0.409,"['Bad Bunny', 'Kendo Kaponi', 'Arcangel']",0.82,0.635,1,0.0,5,0.244,-5.749,P FKN R,75,2020-02-28,0.0772,101.024,0.528,227,258.28
0.19399999999999998,"['Pop Smoke', 'Rowdy Rebel']",0.54,0.77,1,2.7399999999999995e-05,1,0.3720000000000001,-3.9810000000000003,Make It Rain,75,2020-06-12,0.389,159.494,0.565,122,204.0
0.262,"['Lil Durk', 'Lil Baby', 'Polo G']",0.835,0.48200000000000004,1,0.0,8,0.0991,-8.607000000000001,3 Headed Goat (feat. Lil Baby & Polo G),75,2020-05-07,0.3670000000000001,143.015,0.44799999999999995,158,169.532
0.12,['Russell Dickerson'],0.501,0.7879999999999999,0,0.0,10,0.13699999999999998,-4.624,Love You Like I Used To,75,2020-02-11,0.0415,152.047,0.61,244,186.613
0.794,['Bazzi'],0.593,0.22899999999999998,0,0.0,9,0.16699999999999998,-8.888,Renee's Song,75,2020-04-01,0.0307,117.823,0.42,194,130.546
0.0878,['Meek Mill'],0.73,0.772,1,0.0,5,0.401,-3.883,Otherside Of America,75,2020-06-05,0.316,147.053,0.40299999999999997,129,218.103
0.23,['Sam Hunt'],0.6890000000000001,0.6890000000000001,0,0.0,4,0.57,-5.517,Hard To Forget,75,2020-04-03,0.045,130.069,0.664,192,204.76
0.0748,['Troye Sivan'],0.364,0.606,0,0.000322,5,0.106,-9.187999999999999,Take Yourself Home,75,2020-04-01,0.0831,99.73,0.289,194,249.37
0.35700000000000004,"['El Alfa', 'Darell', 'Noriel']",0.925,0.9,0,0.00595,3,0.124,-4.3610000000000015,4K,75,2020-03-12,0.14400000000000002,120.031,0.804,214,201.5
0.0861,"['Tyler, The Creator']",0.596,0.575,1,0.000153,11,0.33399999999999996,-8.325,BEST INTEREST,75,2020-01-25,0.0514,98.265,0.34,261,127.921
0.502,['Rod Wave'],0.586,0.547,1,0.0,4,0.0963,-7.382999999999999,Girl Of My Dreams,75,2020-04-03,0.095,75.911,0.35,192,159.817
0.174,['5 Seconds of Summer'],0.643,0.768,0,0.0,6,0.469,-4.316,Wildflower,75,2020-03-27,0.0455,108.992,0.597,199,220.536
0.217,['Maluma'],0.733,0.591,0,0.0,9,0.0986,-4.046,ADMV - Versión Urbana,75,2020-05-15,0.14800000000000002,169.905,0.5489999999999999,150,185.263
0.305,['Jonas Brothers'],0.836,0.304,0,0.0,4,0.0979,-7.947999999999999,Five More Minutes,75,2020-05-15,0.0666,94.037,0.688,150,150.367
0.0269,"['Alan Walker', 'Ruben']",0.73,0.789,0,0.0,10,0.129,-3.9819999999999998,Heading Home,75,2020-04-01,0.034,107.98100000000001,0.106,194,184.889
0.052000000000000005,['The Weeknd'],0.638,0.863,1,5.460000000000001e-05,4,0.685,-5.221,Too Late,75,2020-03-20,0.132,120.07700000000001,0.226,206,239.973
0.32899999999999996,"['Curtis Waters', 'Harm Franklin']",0.9059999999999999,0.604,1,0.0,11,0.255,-8.332,Stunnin',75,2020-05-19,0.0746,99.99600000000001,0.899,146,144.013
0.374,"['Anuel AA', 'Mariah']",0.789,0.809,1,0.0,8,0.20199999999999999,-3.417,Bandido,75,2020-05-29,0.0615,95.935,0.41100000000000003,136,222.385
0.138,['Dua Lipa'],0.727,0.701,1,0.00019099999999999998,5,0.168,-5.001,Good In Bed,75,2020-03-27,0.07400000000000001,94.027,0.653,199,218.754
0.0218,"['Scott Storch', 'Ozuna', 'Tyga']",0.789,0.8320000000000001,0,3.56e-06,1,0.0849,-3.68,Fuego Del Calor (feat. Ozuna & Tyga),75,2020-05-29,0.0615,100.02,0.597,136,148.26
0.0853,"['J Balvin', 'Mr Eazi']",0.731,0.787,0,0.0,4,0.316,-5.26,Arcoíris,75,2020-03-19,0.0721,92.971,0.39299999999999996,207,186.693
0.23800000000000002,"['Anuel AA', 'Farruko', 'Zion']",0.624,0.888,1,0.0,2,0.317,-2.13,Que Se Joda,75,2020-05-29,0.099,180.088,0.8240000000000001,136,226.16
0.0784,"['Gente De Zona', 'Becky G']",0.83,0.8370000000000001,0,5.870000000000001e-05,11,0.0824,-4.789,Muchacha,75,2020-04-23,0.141,115.976,0.7440000000000001,172,200.69
0.0358,['(G)I-DLE'],0.794,0.762,0,1.41e-06,4,0.191,-3.525,Oh my god,75,2020-04-06,0.0392,109.97,0.48200000000000004,189,195.867
0.17300000000000001,"['DripReport', 'Tyga']",0.875,0.44299999999999995,1,3.24e-05,1,0.0891,-7.461,Skechers (feat. Tyga) - Remix,75,2020-05-15,0.14300000000000002,100.012,0.306,150,163.8
0.0457,['EVERGLOW'],0.6920000000000001,0.8809999999999999,0,4.26e-06,11,0.146,-2.563,DUN DUN,75,2020-02-03,0.0461,103.055,0.433,252,192.28
0.44,['Selena Gomez'],0.71,0.8079999999999999,0,0.000773,2,0.0734,-6.702999999999999,Feel Me,75,2020-02-21,0.0433,99.98899999999999,0.392,234,226.003
0.00618,['Dua Lipa'],0.875,0.813,0,0.0,7,0.321,-4.502,Future Nostalgia,75,2020-03-27,0.0578,114.993,0.8590000000000001,199,184.882
0.306,['Keith Urban'],0.594,0.6,0,0.0,2,0.149,-6.7120000000000015,God Whispered Your Name,74,2020-02-27,0.0498,145.967,0.5,228,232.165
0.0614,"['Eminem', 'Royce Da 5\'9""', 'White Gold']",0.68,0.82,1,0.0,4,0.597,-4.197,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",74,2020-01-17,0.151,140.033,0.243,269,234.653
0.575,"['Anuel AA', 'Lil Wayne']",0.8420000000000001,0.732,1,0.0,7,0.17600000000000002,-4.811,Ferrari,74,2020-05-29,0.149,140.07399999999998,0.629,136,188.78
0.311,"['Bad Bunny', 'Myke Towers']",0.867,0.6859999999999999,1,0.0,4,0.1,-5.3420000000000005,Puesto Pa' Guerrial,74,2020-02-28,0.221,139.968,0.6579999999999999,227,190.207
0.0506,"['Stunna 4 Vegas', 'Offset']",0.899,0.735,1,0.0,4,0.15,-7.7189999999999985,UP THE SMOKE (with Offset),74,2020-01-17,0.4,143.001,0.884,269,188.107
0.0556,['YoungBoy Never Broke Again'],0.708,0.654,1,0.0,5,0.20800000000000002,-6.76,Lil Top,74,2020-02-21,0.369,168.032,0.6970000000000001,234,185.746
0.273,['Agust D'],0.6890000000000001,0.7290000000000001,1,0.0,7,0.059000000000000004,-5.801,Moonlight,74,2020-05-22,0.225,97.057,0.773,143,163.016
0.27,['Junior H'],0.5760000000000001,0.604,1,0.0,5,0.17600000000000002,-7.558,Mente Positiva,74,2020-03-27,0.047,99.74600000000001,0.7340000000000001,199,192.391
0.172,['The Future Kingz'],0.92,0.595,1,0.0,11,0.113,-6.6979999999999995,3 Vets,74,2020-01-08,0.248,145.003,0.9079999999999999,278,175.38
0.6509999999999999,"['Dr. Sus', 'Tiko']",0.9079999999999999,0.342,0,0.0,1,0.195,-7.651,Fishy on Me,74,2020-04-28,0.196,99.959,0.505,167,132.885
0.18,"['Jack Harlow', 'jetsonmade']",0.899,0.691,1,0.00045099999999999996,0,0.135,-7.5539999999999985,I WANNA SEE SOME ASS (feat. jetsonmade),74,2020-03-13,0.0497,107.95100000000001,0.865,213,125.302
0.17800000000000002,['NCT DREAM'],0.5489999999999999,0.903,0,0.0,1,0.0682,-1.483,Ridin',74,2020-04-29,0.045,150.009,0.513,166,201.773
0.213,['Sia'],0.682,0.503,0,0.0,8,0.0944,-5.934,Saved My Life,74,2020-05-02,0.0417,113.98700000000001,0.382,163,235.532
0.38299999999999995,['Kehlani'],0.7170000000000001,0.597,1,0.0,10,0.14,-4.465,F&MU,74,2020-05-08,0.0838,77.048,0.44,157,134.853
0.48200000000000004,['Drake'],0.473,0.8240000000000001,1,0.0,7,0.605,-3.68,Deep Pockets,74,2020-05-01,0.163,77.888,0.374,164,222.929
0.017,['BTS'],0.589,0.696,0,0.0,11,0.0808,-7.981,Inner Child,74,2020-02-21,0.0725,134.953,0.332,234,233.266
0.00253,['The Weeknd'],0.532,0.5770000000000001,1,0.0437,1,0.23399999999999999,-9.312999999999999,Nothing Compares - Bonus Track,74,2020-04-03,0.0352,131.922,0.0397,192,222.307
0.754,['John Legend'],0.3720000000000001,0.355,0,0.0,8,0.16699999999999998,-8.436,Conversations in the Dark,74,2020-01-10,0.03,126.705,0.142,276,237.427
0.19899999999999998,['CHUNG HA'],0.636,0.841,0,0.000395,2,0.0836,-1.9269999999999998,Stay Tonight,74,2020-04-27,0.0548,121.022,0.506,168,217.239
0.0112,['Maluma'],0.725,0.9490000000000001,0,0.00196,7,0.152,-3.4160000000000004,Qué Chimba,74,2020-03-13,0.0814,128.001,0.581,213,169.741
0.0339,"['John K', 'Sigala']",0.927,0.573,0,0.00017900000000000001,8,0.1,-5.803999999999999,if we never met - remix,74,2020-02-14,0.0491,114.994,0.767,241,186.595
0.245,"['John Legend', 'David Guetta']",0.5720000000000001,0.742,0,0.0,8,0.10800000000000001,-4.5889999999999995,Conversations in the Dark - John Legend vs. David Guetta,74,2020-02-14,0.0347,127.19,0.376,241,210.236
0.41100000000000003,['Paloma Mami'],0.8759999999999999,0.568,0,0.00274,0,0.187,-5.755,Goteo,74,2020-04-30,0.0533,98.027,0.593,165,159.132
0.171,"['Anuel AA', 'Kendo Kaponi', 'Yandel', 'Nengo Flow']",0.732,0.634,1,0.0,1,0.204,-5.5870000000000015,Antes y Después,74,2020-05-29,0.36,173.886,0.5329999999999999,136,414.82
0.215,['Lil Yachty'],0.664,0.483,1,0.0,9,0.193,-8.839,Split/Whole Time,74,2020-05-26,0.436,145.053,0.37,139,239.871
0.012,"['Agust D', 'MAX']",0.6579999999999999,0.7759999999999999,0,2.1000000000000002e-06,6,0.272,-7.087999999999999,Burn It,74,2020-05-22,0.0493,114.044,0.336,143,192.107
0.41,['Dua Lipa'],0.7659999999999999,0.485,0,0.0,3,0.102,-5.952000000000001,Boys Will Be Boys,74,2020-03-27,0.0349,124.99,0.522,199,166.266
0.302,['Jeremy Zucker'],0.8009999999999999,0.272,1,0.0,4,0.40700000000000003,-10.564,not ur friend,74,2020-04-17,0.415,68.965,0.648,178,174.52
0.0337,['Tory Lanez'],0.67,0.634,1,0.0,8,0.0714,-6.682,Do The Most,74,2020-04-10,0.294,204.113,0.375,185,144.098
0.11800000000000001,['Joseph Black'],0.7340000000000001,0.596,1,0.0,6,0.107,-10.023,(i hope you) miss me,74,2020-02-14,0.324,98.024,0.317,241,159.171
0.162,['The Weeknd'],0.55,0.611,1,6.879999999999999e-05,0,0.121,-7.475,Snowchild,74,2020-03-20,0.13699999999999998,148.062,0.243,206,247.187
0.0893,"['21 Savage', 'Summer Walker']",0.727,0.496,1,0.00011,5,0.0987,-10.386,Secret (feat. Summer Walker),74,2020-04-17,0.17800000000000002,130.061,0.504,178,210.462
0.0127,"['Tyla Yaweh', 'Wiz Khalifa']",0.737,0.5479999999999999,1,9.76e-06,4,0.17600000000000002,-7.002999999999999,High Right Now (feat. Wiz Khalifa) - Remix,74,2020-01-31,0.0498,160.058,0.156,255,175.759
0.728,['Tate McRae'],0.445,0.38299999999999995,0,0.0,0,0.387,-11.015,that way,74,2020-01-24,0.166,102.059,0.33299999999999996,262,175.027
0.000515,['Migos'],0.945,0.65,1,0.0,1,0.135,-7.0710000000000015,Taco Tuesday,74,2020-05-05,0.154,129.007,0.804,160,96.563
0.0897,"['Agust D', 'NiiHWA']",0.679,0.645,0,0.0,9,0.121,-7.107,28,74,2020-05-22,0.0513,119.934,0.349,143,133.673
0.0104,['BTS'],0.703,0.6459999999999999,0,0.0,6,0.191,-6.6579999999999995,Moon,74,2020-02-21,0.0596,141.87,0.64,234,208.59
0.201,"['Wisin & Yandel', 'Sech']",0.81,0.82,0,0.0,11,0.13,-3.497,Ganas de Ti,74,2020-02-27,0.0698,92.999,0.672,228,226.52
0.0295,['Tame Impala'],0.569,0.84,0,0.000118,1,0.0995,-4.123,Lost In Yesterday,74,2020-02-14,0.11800000000000001,183.05900000000003,0.7490000000000001,241,249.587
0.557,['Lil Tjay'],0.8859999999999999,0.336,1,0.0,4,0.0933,-12.779000000000002,20/20,74,2020-01-01,0.239,100.044,0.536,285,230.448
0.11599999999999999,['The Pussycat Dolls'],0.745,0.74,0,0.0,10,0.11699999999999999,-5.718999999999999,React,74,2020-02-07,0.0697,120.014,0.544,248,204.176
0.621,['Anuel AA'],0.735,0.607,1,2.55e-06,11,0.0793,-5.369,Somo o No Somos,74,2020-05-29,0.0466,142.006,0.57,136,236.65
0.00236,"['Agust D', 'RM']",0.627,0.662,0,0.0,7,0.157,-8.121,Strange,74,2020-05-22,0.203,90.008,0.207,143,196.529
0.115,['The Weeknd'],0.6890000000000001,0.374,1,0.000132,5,0.111,-10.038,Missed You - Bonus Track,74,2020-04-03,0.0851,151.98,0.321,192,144.54
0.156,['Arizona Zervas'],0.735,0.794,1,0.0,0,0.11,-3.4339999999999997,24,73,2020-05-08,0.193,147.98,0.46,157,123.995
0.7979999999999999,['Noah Cyrus'],0.53,0.281,0,0.0,5,0.0928,-8.274,Lonely,73,2020-05-15,0.0577,122.44200000000001,0.341,150,144.377
0.0451,"['Galantis', 'Ship Wrek', 'Pink Sweat$']",0.7290000000000001,0.619,0,0.0,5,0.0953,-6.155,Only A Fool (with Pink Sweat$),73,2020-05-29,0.0346,123.061,0.623,136,166.688
0.0301,['Pop Smoke'],0.772,0.878,1,2.18e-06,2,0.251,-4.22,Element,73,2020-02-07,0.324,61.31100000000001,0.305,248,135.747
0.265,"['Lil Tecca', 'Lil Tjay']",0.782,0.644,1,0.0,1,0.122,-5.559,All Star (with Lil Tjay),73,2020-03-13,0.162,129.972,0.434,213,180.234
0.0169,"['Eminem', 'Young M.A']",0.852,0.752,1,0.0,1,0.39399999999999996,-5.7929999999999975,Unaccommodating (feat. Young M.A),73,2020-01-17,0.0597,89.95,0.389,269,216.6
0.20600000000000002,"['Joyner Lucas', 'Logic']",0.884,0.9359999999999999,1,0.0,1,0.262,-3.931,Isis (feat. Logic),73,2020-03-27,0.16699999999999998,120.00399999999999,0.758,199,236.501
0.0962,['Ellie Goulding'],0.535,0.648,0,0.0,10,0.11800000000000001,-4.479,Power,73,2020-05-21,0.159,162.084,0.511,144,191.333
0.0112,['Wallows'],0.72,0.625,1,0.0076,7,0.0999,-6.274,OK,73,2020-03-20,0.0362,102.006,0.818,206,193.293
0.20800000000000002,"['KSI', 'Offset']",0.7559999999999999,0.652,1,0.0,10,0.145,-7.617000000000001,Cap (feat. Offset),73,2020-05-22,0.113,135.126,0.787,143,191.048
0.264,"['Sam Feldt', 'Sigma', 'Gia Koka']",0.503,0.754,0,5.85e-05,7,0.297,-3.634,2 Hearts (feat. Gia Koka),73,2020-01-10,0.0424,116.524,0.597,276,186.75
0.16899999999999998,['Pink Sweat$'],0.5579999999999999,0.364,0,0.000101,5,0.109,-8.663,17,73,2020-02-28,0.0501,129.174,0.252,227,160.737
0.7340000000000001,['Alec Benjamin'],0.777,0.716,0,8.3e-05,10,0.11599999999999999,-7.3420000000000005,Match In The Rain,73,2020-05-29,0.256,120.052,0.8290000000000001,136,159.007
0.531,['Anuel AA'],0.677,0.6509999999999999,1,3.8e-05,5,0.0956,-5.7,El Problema,73,2020-05-29,0.0559,171.893,0.5429999999999999,136,208.453
0.209,['Jasiah'],0.863,0.5870000000000001,1,0.0,2,0.0832,-7.455,Break Shit,73,2020-03-20,0.295,93.29,0.7490000000000001,206,95.484
0.0556,['GOT7'],0.5489999999999999,0.813,0,4.44e-06,5,0.207,-4.828,NOT BY THE MOON,73,2020-04-20,0.14800000000000002,151.813,0.544,175,204.702
0.18899999999999997,"['Tiësto', 'ILIRA']",0.7040000000000001,0.899,0,2.4299999999999998e-05,6,0.228,-5.61,Lose You,73,2020-05-15,0.17800000000000002,123.02799999999999,0.5760000000000001,150,148.329
0.0417,"['Ankhal', 'Farruko', 'Guaynaa', 'KEVVO']",0.747,0.95,1,1.72e-06,4,0.0875,-2.946,Perreo Intenso,73,2020-04-17,0.263,183.912,0.6890000000000001,178,239.587
0.0941,['Natti Natasha'],0.782,0.706,1,0.00020800000000000001,7,0.115,-4.337,Que Mal Te Fue,73,2020-06-01,0.19,173.899,0.855,133,212.907
0.079,"['KSI', 'Aiyana-Lee']",0.715,0.5820000000000001,1,0.0,8,0.124,-4.636,Killa Killa (feat. Aiyana-Lee),73,2020-05-22,0.0774,183.93099999999998,0.489,143,151.594
0.255,"['El Alfa', 'Lil Pump', 'Sech', 'Myke Towers', 'Vin Diesel']",0.883,0.853,0,0.000723,1,0.41200000000000003,-4.773,Coronao Now (Remix),73,2020-02-12,0.168,118.00299999999999,0.695,243,250.169
0.0116,['The Strokes'],0.593,0.7490000000000001,0,0.10800000000000001,5,0.314,-5.671,The Adults Are Talking,73,2020-04-10,0.0475,164.96099999999996,0.65,185,309.053
0.191,"['Louis The Child', 'Quinn XCII', 'Chelsea Cutler']",0.622,0.636,1,0.0,6,0.0782,-4.38,Little Things (with Quinn XCII & Chelsea Cutler),73,2020-04-03,0.122,82.962,0.528,192,197.448
0.00244,['Taylor Swift'],0.56,0.78,0,0.0,5,0.0714,-4.895,Only The Young - Featured in Miss Americana,73,2020-01-31,0.0517,93.516,0.602,255,157.507
0.0808,"['NAV', 'Gunna', 'Travis Scott']",0.894,0.618,1,0.0,7,0.5579999999999999,-4.356,Turks (with Gunna & ft. Travis Scott),73,2020-05-08,0.129,119.1,0.379,157,161.32
0.627,['iann dior'],0.715,0.639,1,0.0,9,0.0905,-6.947,Good Day,73,2020-01-24,0.105,82.46600000000002,0.44299999999999995,262,116.364
0.569,"['Joyner Lucas', 'Young Thug']",0.8079999999999999,0.377,1,1.75e-05,8,0.09699999999999999,-10.097999999999999,The War (feat. Young Thug),73,2020-03-27,0.0961,126.096,0.308,199,216.471
0.0303,"['Migos', 'Travis Scott', 'Young Thug']",0.904,0.627,1,5.68e-06,1,0.0923,-5.608,Give No Fxk,73,2020-02-14,0.222,145.976,0.23600000000000002,241,224.243
0.371,['Jesse & Joy'],0.703,0.73,0,0.0,0,0.14300000000000002,-6.6339999999999995,Alguien Más,73,2020-05-08,0.247,93.94,0.76,157,202.027
0.435,['Future'],0.701,0.546,1,0.0,6,0.188,-5.9179999999999975,Trapped In The Sun,73,2020-05-15,0.133,151.9,0.11800000000000001,150,201.98
0.00998,['Eminem'],0.6709999999999999,0.623,1,7.55e-06,2,0.643,-7.1610000000000005,Darkness,73,2020-01-17,0.308,75.055,0.195,269,337.147
0.115,['BTS'],0.385,0.7979999999999999,0,0.0,9,0.18100000000000002,-6.439,Interlude : Shadow,73,2020-02-21,0.483,149.756,0.141,234,259.821
0.483,"['BROCKHAMPTON', 'Dua Lipa']",0.6609999999999999,0.523,0,0.0,8,0.469,-5.902,SUGAR (Remix) [feat. Dua Lipa],73,2020-03-06,0.0381,122.948,0.536,220,222.009
0.23399999999999999,"['Jawsh 685', 'Jason Derulo']",0.767,0.48100000000000004,1,0.0,0,0.26899999999999996,-8.52,Savage Love (Laxed - Siren Beat),73,2020-06-11,0.0803,150.076,0.7609999999999999,123,171.375
0.192,"['Brytiago', 'Dalex', 'Lenny Tavárez']",0.804,0.5710000000000001,0,1.4400000000000001e-05,7,0.287,-6.528,Te Falle - Remix,73,2020-05-01,0.107,159.689,0.774,164,274.5
0.52,['Justin Bieber'],0.764,0.44299999999999995,0,1.9600000000000002e-05,4,0.0749,-6.625,Habitual,73,2020-02-14,0.0439,138.999,0.63,241,168.2
0.0346,['Lil Uzi Vert'],0.879,0.44799999999999995,1,0.0,7,0.22399999999999998,-8.57,Futsal Shuffle 2020 - Bonus Track,73,2020-03-06,0.222,136.985,0.278,220,198.913
0.125,['Bazzi'],0.67,0.529,1,5.69e-06,8,0.109,-7.254,I Got You,73,2020-04-17,0.32299999999999995,161.034,0.361,178,146.832
0.875,['Brent Faiyaz'],0.679,0.281,1,0.00305,3,0.215,-15.505,Fuck The World (Summer in London),73,2020-02-07,0.203,74.997,0.233,248,236.704
0.0802,['Polo G'],0.622,0.679,1,0.0,10,0.11199999999999999,-6.183,Don't Believe The Hype,73,2020-05-15,0.29,160.059,0.418,150,174.968
0.0121,['BTS'],0.8079999999999999,0.903,0,0.000233,0,0.0993,-3.1060000000000003,Outro : Ego,73,2020-02-21,0.0958,116.988,0.473,234,196.199
0.0471,['Lil Baby'],0.8490000000000001,0.64,1,0.0,5,0.321,-5.15,Social Distancing,73,2020-05-01,0.196,126.005,0.36,164,137.826
0.28,['Drake'],0.551,0.57,1,0.0,1,0.424,-7.385,Losses,73,2020-05-01,0.35100000000000003,85.68700000000003,0.505,164,271.184
0.436,['Still Woozy'],0.7140000000000001,0.483,1,2.3e-05,4,0.28,-9.378,Window,73,2020-04-17,0.195,91.025,0.67,178,139.293
0.297,"['MASN', 'Trippie Redd']",0.871,0.525,0,0.0,7,0.184,-4.957,Psycho! (Remix) (feat. Trippie Redd),73,2020-04-14,0.0512,115.01,0.547,181,158.719
0.004379999999999999,"['Tyga', 'Megan Thee Stallion']",0.9329999999999999,0.556,1,0.0,9,0.114,-6.115,FREAK,73,2020-03-13,0.21600000000000005,106.01,0.504,213,174.067
0.52,"['Don Toliver', 'Kaash Paige', 'Travis Scott']",0.584,0.306,1,0.0,9,0.12,-8.401,Euphoria (feat. Travis Scott & Kaash Paige),73,2020-03-13,0.0271,70.02199999999999,0.096,213,216.004
0.5479999999999999,['Lennon Stella'],0.691,0.662,0,2.43e-06,2,0.11900000000000001,-5.941,Kissing Other People,72,2020-04-24,0.0738,94.02799999999999,0.299,171,161.76
0.011000000000000001,['Future'],0.884,0.436,1,0.0,10,0.10099999999999999,-9.922,Hard To Choose One,72,2020-05-15,0.255,119.01299999999999,0.254,150,193.657
0.11900000000000001,['Tiagz'],0.96,0.41200000000000003,0,0.0,1,0.0903,-11.280999999999999,My Heart Went Oops,72,2020-01-29,0.607,121.027,0.49,257,128.926
0.0185,['5 Seconds of Summer'],0.5760000000000001,0.807,0,2.45e-06,7,0.0963,-3.0189999999999997,No Shame,72,2020-03-27,0.0374,90.932,0.48,199,192.737
0.0349,"['Kygo', 'Sandro Cavazza']",0.614,0.7090000000000001,0,0.0,11,0.0904,-5.742000000000001,Beautiful,72,2020-05-29,0.0428,123.84299999999999,0.26899999999999996,136,217.766
0.049,"['Wiz Khalifa', 'Megan Thee Stallion', 'Mustard', 'Ty Dolla $ign']",0.898,0.46799999999999997,1,0.0,4,0.107,-7.5310000000000015,"Y U Mad (feat. Megan Thee Stallion, Ty Dolla $ign & Mustard)",72,2020-04-20,0.067,100.052,0.171,175,211.319
0.0179,"['R3HAB', 'HRVY']",0.73,0.5579999999999999,0,0.0,8,0.128,-6.535,Be Okay (with HRVY),72,2020-05-22,0.0786,100.066,0.618,143,141.6
0.47100000000000003,"['Pop Smoke', 'A Boogie Wit da Hoodie']",0.484,0.5529999999999999,1,0.0,10,0.276,-7.914,Foreigner (feat. A Boogie Wit da Hoodie),72,2020-02-12,0.353,103.772,0.598,243,161.12
0.521,['Kehlani'],0.43,0.703,1,0.0,2,0.132,-3.6839999999999997,Everybody Business,72,2020-05-08,0.22899999999999998,45.78,0.435,157,165.009
0.0165,"['R3HAB', 'TINI', 'Reik']",0.8390000000000001,0.701,0,0.00365,9,0.0513,-6.029,Bésame (I Need You) (with TINI & Reik),72,2020-06-04,0.0944,99.984,0.273,130,136.2
0.21,['Louis Tomlinson'],0.614,0.605,0,0.0,0,0.162,-5.63,Two of Us,72,2020-01-31,0.0319,127.09899999999999,0.33299999999999996,255,217.867
0.00598,"['DVBBS', '24kGoldn', 'blackbear']",0.743,0.8009999999999999,0,2.46e-05,5,0.17800000000000002,-4.0969999999999995,Tinted Eyes (feat. blackbear & 24kGoldn),72,2020-06-05,0.0343,121.965,0.381,129,175.082
0.0047,['jxdn'],0.36,0.851,1,0.0,11,0.452,-5.105,Comatose,72,2020-05-11,0.342,161.975,0.551,154,155.611
0.35600000000000004,['6LACK'],0.73,0.55,1,7.34e-06,0,0.078,-9.479,ATL Freestyle,72,2020-05-29,0.0617,79.993,0.51,136,206.109
0.0133,"['Khalid', 'Disclosure', 'DaVido', 'Tems']",0.8190000000000001,0.7440000000000001,0,0.0017699999999999999,9,0.0995,-6.8260000000000005,Know Your Worth,72,2020-04-23,0.0799,102.995,0.665,172,191.068
